"gloss","target_child_name","part_of_speech","target_child_sex"
"the bird eats Ethan's lunch",NA,"det:art n v adj n","male"
"it is very pretty sweetie",NA,"pro:per cop adv adj co","male"
"if it's pretty and you know it",NA,"conj pro:per adj coord pro:per v pro:per","male"
"ants eat Ethan's lunch",NA,"n v adj n","male"
"which is your favorite color on here",NA,"pro:rel cop det:poss adj n prep n","male"
"it's hard to make just a circle with that end but if you do this",NA,"pro:per adj inf v adv det:art n prep det:dem n conj conj pro:per v pro:dem","male"
"if it's pretty and you know it clap your hands",NA,"conj pro:per adj coord pro:per v pro:per v det:poss n","male"
"purple me too",NA,"adj pro:obj adv","male"
"very smart",NA,"adv adj","male"
"his plate is clean",NA,"det:poss n cop adj","male"
"that's orange but purple's my favorite",NA,"pro:dem adj conj n cop det:poss n","male"
"beautiful and you know it say",NA,"adj coord pro:per v pro:per v","male"
"you're right it's really stuck",NA,"pro:per adj pro:per adv part","male"
"doesn't it look a little bit like a belly+button xxx xxx xxx",NA,"mod pro:per v det:art adj n prep det:art","male"
"you have to take the ball off first and then take the rings off",NA,"pro:per v inf v det:art n adv adj coord adv:tem v det:art n adv","male"
"gonna you wanna make it regular",NA,"part pro:per v v pro:per adj","male"
"because if he goes up to the top he's gonna get stuck right",NA,"conj conj pro:sub v adv prep det:art n pro:sub part v v adj","male"
"he's stuck for sure",NA,"pro:sub part prep adj","male"
"xxx xxx a big circle",NA,"det:art adj n","male"
"xxx yeah a square around a circle",NA,"co det:art adj prep det:art n","male"
"that's right the bird flies instead of runs very good",NA,"pro:dem adv det:art n n adv prep v adv adj","male"
"there they're all back to normal again no more confusion",NA,"adv pro:sub post adv inf adj adv qn adv n","male"
"remember it's just like this except it's plastic and this is wood",NA,"co pro:per adj prep pro:dem v pro:per n coord pro:dem cop n","male"
"Bob's tractor",NA,"adj n","male"
"another kinda circle a bigger belly+button",NA,"qn n prep n det:art adj","male"
"let's see if we can put all the letters in the right place",NA,"v v conj pro:sub mod v qn det:art n prep det:art adj n","male"
"that'd be funny",NA,"pro:rel aux adj","male"
"ready set",NA,"adj v","male"
"now he's in a tough situation",NA,"adv pro:sub prep det:art adj n","male"
"there good job Harvey",NA,"adv adj n n:prop","male"
"that would be funny huh",NA,"pro:dem mod cop adj co","male"
"and where do you live",NA,"coord pro:int mod pro:per adj","male"
"that would be nicer",NA,"pro:dem mod cop adj","male"
"siren noises are very loud",NA,"n n cop adv adj","male"
"so that the trains traveling on this track can go through because the bridge is too short so the drawbridge has to lift up",NA,"adv comp det:art n part prep det:dem n n v adv conj det:art n cop adv adj co det:art n aux inf v adv","male"
"watch out Bob because you're gonna get very dizzy if you hang on to a propeller",NA,"v adv n:prop conj pro:per part v adv adj conj pro:per v adv prep det:art n","male"
"xxx that's a cute one xxx",NA,"pro:dem det:art adj pro:indef","male"
"xxx won't Bob get dizzy",NA,"mod n:prop v adj","male"
"ready",NA,"adj","male"
"and when it goes up the train can pass through",NA,"coord conj pro:per v prep det:art n n n adj","male"
"wanna make a big belly+button",NA,"v v det:art adj","male"
"that's a good bed for him yeah",NA,"pro:dem det:art adj n prep pro:obj co","male"
"cuckoo that's a funny joke Ethan",NA,"n pro:dem det:art adj n n:prop","male"
"there's only a little bit of track there",NA,"pro:exist adv det:art adj n prep n adv","male"
"that's hard because you're sitting on",NA,"pro:rel adj conj pro:per part adv","male"
"but maybe the bells go like a siren because it's really wacky",NA,"conj adv det:art n v prep det:art n conj pro:per adv adj","male"
"that's Ethan's belly+button",NA,"pro:dem adj","male"
"everything goes the opposite",NA,"pro:indef v det:art adj","male"
"that's mommy's belly+button xxx ooh huh ooh huh ooh huh hoo",NA,"pro:dem adj v co v co v co","male"
"let's try to leave that on your pants okay",NA,"v v inf v pro:dem prep det:poss n:pt adj","male"
"xxx morning bells are wronging that was your funny joke",NA,"n n aux part pro:rel cop det:poss adj n","male"
"sweetie very very good",NA,"co adv adv adj","female"
"mush the red for me okay",NA,"v det:art n prep pro:obj adj","male"
"that was your sweet funny joke",NA,"pro:dem cop det:poss n adj n","male"
"make a big red ball so I can make a fire+truck",NA,"v det:art adj adj n conj pro:sub mod v det:art","male"
"mm that's a good idea",NA,"co pro:dem det:art adj n","male"
"ready",NA,"adj","male"
"move that over a little",NA,"n pro:rel prep det:art adj","male"
"yep you can rub that little tail and make an o xxx",NA,"co pro:per mod v det:dem adj n coord v det:art n:let","male"
"are we making a big red ball",NA,"cop pro:sub part det:art adj adj n","male"
"little bit of white side",NA,"adj n prep adj n","male"
"that's pretty good",NA,"pro:dem adv adj","male"
"that's because you have white on your fingers",NA,"pro:dem conj pro:per v adj prep det:poss n","male"
"no let's keep them separate for a little while",NA,"co v v pro:obj v prep det:art adj n","male"
"that's a good one",NA,"pro:dem det:art adj pro:indef","male"
"wanna different piece",NA,"v det:art adj n","male"
"because its doors open",NA,"conj det:poss n adj","male"
"it's a wooden o",NA,"pro:per det:art adj n:let","male"
"how about this one looks pretty clean",NA,"pro:int prep det:dem pro:indef cop adv adj","male"
"that's a new one",NA,"pro:dem det:art adj pro:indef","male"
"that's not such a good idea",NA,"pro:dem neg qn det:art adj n","male"
"do you hafta go to the potty",NA,"mod pro:per mod v prep det:art adj","male"
"two different ones",NA,"det:num adj pro:indef","male"
"police officer Pete's gonna watch everything and make sure you do that right",NA,"n n n:prop aux part v pro:indef coord v adj pro:per v det:dem co","male"
"what a nifty pair of glasses you have",NA,"pro:int det:art adj n prep n pro:per v","male"
"it's red green",NA,"pro:per adj n","male"
"here's my favorite letter in the whole alphabet",NA,"pro:exist det:poss adj n prep det:art adj n","male"
"you want another little piece of track",NA,"pro:per v qn adj n prep n","male"
"should we make a hard hat",NA,"mod pro:sub v det:art adj n","male"
"yep a nice little piece",NA,"co det:art adj adj n","male"
"I think we may need to roll it out a little bit more huh",NA,"pro:sub v pro:sub mod v inf v pro:per prep det:art adj n adv co","male"
"let's try to make a hard hat Bob",NA,"v v inf v det:art adj n n:prop","male"
"and I thinks we still need to roll it a little huh",NA,"coord pro:sub v pro:sub adv v inf v pro:per det:art adj co","male"
"the hard hat is kind of a half a circle like that and then it has a little thing to protect his head",NA,"det:art adj n cop adj prep det:art n det:art n prep pro:dem coord adv:tem pro:per aux det:art adj n inf v det:poss n","male"
"yeah there's all kind of different designs on xxx",NA,"co pro:exist qn n prep adj n prep","male"
"you push it it turns right",NA,"pro:per v pro:per pro:per n adj","male"
"that's Bob's hard hat",NA,"pro:dem adj adj n","male"
"he forgot his tender",NA,"pro:sub v det:poss adj","male"
"mm he has a round face right Bob",NA,"co pro:sub v det:art adj n n n:prop","male"
"and big ears",NA,"coord adj n","male"
"mm so think we'll draw the face with a black crayon",NA,"co adv v pro:sub v det:art n prep det:art adj n","male"
"mm okay I'll be ready",NA,"co co pro:sub cop adj","male"
"and he has two pretty big ears that stick out and then he has little black eyes",NA,"coord pro:sub v det:num adv adj n det:dem n adv coord adv:tem pro:sub aux adj adj n","male"
"nn that's right the sharp end",NA,"pro:dem adv det:art adj n","male"
"push down harder",NA,"n adv adj","male"
"now why don't you take the extra off while it's in",NA,"adv pro:rel mod pro:per v det:art adj adv n pro:per adv","male"
"and he has a round nose xxx like this",NA,"coord pro:sub v det:art adj n prep pro:dem","male"
"and then he has a pretty big smile",NA,"coord adv:tem pro:sub v det:art adj adj n","male"
"okay take all that extra off",NA,"co v qn pro:dem adj prep","male"
"a red smile",NA,"det:art adj n","male"
"there's Bob with his hard hat",NA,"pro:exist n:prop prep det:poss adj n","male"
"you got it a little more",NA,"pro:per v pro:per det:art adj pro:indef","male"
"you see a little bit of hair",NA,"pro:per v det:art adj n prep n","male"
"a little more there we go",NA,"det:art adj adv adv pro:sub v","male"
"it's brown isn't it",NA,"pro:per adj cop pro:per","male"
"okay Bob where's the brown",NA,"co n:prop pro:int det:art adj","male"
"xxx some hair sticks out right under his hard hat on each side of his ears",NA,"qn n v adv adj adv det:poss adj n prep qn adj prep det:poss n","male"
"a little hair here and a little hair here",NA,"det:art adj n adv coord det:art adj n adv","male"
"that's pretty close though",NA,"pro:dem adv adj adv","male"
"do you think he hasta go to the potty",NA,"mod pro:per v pro:sub aux inf v prep det:art adj","male"
"I mean blue overalls",NA,"pro:sub v adj n:pt","male"
"he's got some shoulders coming out but we have some overall straps",NA,"pro:sub part qn n part adv conj pro:sub v qn adj n","male"
"and then we'll xxx try to go potty huh",NA,"coord adv:tem pro:sub v inf v adj co","male"
"and he's wearing a checkered yellow and",NA,"coord pro:sub part det:art adj n coord","male"
"poor Douglas",NA,"adj n:prop","male"
"is it yellow and orange shirt",NA,"aux pro:per n coord adj n","male"
"I don't think that feels very good",NA,"pro:sub mod v pro:dem v adv adj","male"
"xxx yep we made the animal better",NA,"co pro:sub v det:art n adj","male"
"made the kitty+cat better",NA,"v det:art adj","male"
"Harvey did a good job last time",NA,"n:prop v det:art adj n adj n","male"
"and he has a funny hand here joop xxx",NA,"coord pro:sub v det:art adj n adv on","male"
"square",NA,"adj","male"
"yep you wanna draw the yellow part",NA,"co pro:per v v det:art adj n","male"
"it's in between the orange part",NA,"pro:per adv prep det:art adj n","male"
"yeah maybe we need to make a whole new cat",NA,"co adv pro:sub v inf v det:art n adj n","male"
"he might have to go potty",NA,"pro:sub mod v inf v adj","male"
"let's just make sure it's empty",NA,"v adv v adj pro:per adj","male"
"a new what",NA,"det:art adj pro:int","male"
"you don't want him inside just hold him over",NA,"pro:per mod v pro:obj adj adj n pro:obj adv","male"
"a pretend one xxx",NA,"det:art adj pro:indef","male"
"see that's right you just fill in there like that and then you have yellow squares",NA,"co pro:rel adj pro:per adj n prep n prep pro:dem coord adv:tem pro:per v adj n","male"
"why don't we make something wacky and make a red one",NA,"pro:int mod pro:sub v pro:indef adj coord v det:art n pro:indef","male"
"um probably purple huh",NA,"adv adj co","male"
"wanna try something wacky",NA,"v v pro:indef adj","male"
"probably purple",NA,"adv adj","male"
"yeah you're doing a good job",NA,"co pro:per part det:art adj n","male"
"okay a red paw+print",NA,"co det:art adj","male"
"xxx there's one purple one left",NA,"pro:exist pro:indef adj pro:indef v","male"
"now we need some more orange squares here",NA,"adv pro:sub v qn adv adj n adv","male"
"ha ha ha you sneaky",NA,"co co co pro:per adj","male"
"gotta finish this orange square",NA,"mod v det:dem adj n","male"
"now mommy will help you do the yellow part",NA,"adv n mod v pro:per v det:art adj n","male"
"and we need some yellow part here too",NA,"coord pro:sub v qn adj n adv post","male"
"you just have to flatten it a little more",NA,"pro:per adv v inf v pro:per det:art adj pro:indef","male"
"now it's just a picture of your toy+box",NA,"adv pro:per adj det:art n prep det:poss","male"
"it's perfect for making a cat",NA,"pro:per adj prep n:gerund det:art n","male"
"he needs a potty chart huh",NA,"pro:sub v det:art adj n co","male"
"he wants the little Jiminy Cricket one huh",NA,"pro:sub v det:art adj n:prop n:prop det:num co","male"
"yeah that's a good place because there's nothing there",NA,"co pro:dem det:art adj n conj pro:exist pro:indef adv","male"
"okay we gotta make him a potty chart",NA,"co pro:sub mod v pro:obj det:art adj n","male"
"to make him a potty chart",NA,"inf v pro:obj det:art adj n","male"
"maybe we can try harder",NA,"adv pro:sub mod v adj","male"
"yeah his pants are blue",NA,"co det:poss n:pt cop adj","male"
"Tinky Winky's potty chart",NA,"n:prop adj adj n","male"
"now I'm just coloring in the blue part",NA,"adv pro:sub adv part prep det:art adj n","male"
"there's a little bit extra right there",NA,"pro:exist det:art adj n n adv adv","male"
"in different directions",NA,"prep adj n","male"
"Tinky Winky's potty",NA,"n:prop adj adj","male"
"this is a good knife",NA,"pro:dem cop det:art adj n","male"
"I think this is the best knife",NA,"pro:sub v pro:dem cop det:art adj n","male"
"well let's bring it back downstairs because the camera is downstairs okay",NA,"co v v pro:per adv adv conj det:art n cop adv adj","male"
"what color do you want for your potty chart",NA,"pro:int n v pro:per v prep det:poss adj n","male"
"did you see that little light Ethan",NA,"mod pro:per v det:dem adj n n:prop","male"
"good job",NA,"adj n","male"
"you want blue for your potty chart",NA,"pro:per v n prep det:poss adj n","male"
"hm that's a big choice",NA,"co pro:dem det:art adj n","male"
"xxx maybe a little hammer",NA,"adv det:art adj n","male"
"good job",NA,"adj n","male"
"wow you're doing a really good job sweetie cutting around there",NA,"co pro:per part det:art adv adj n co part prep n","male"
"Ethan's",NA,"adj","male"
"potty",NA,"adj","male"
"it's easier if you do it on the table",NA,"pro:per adj conj pro:per v pro:per prep det:art n","male"
"xxx it's harder doing it in your lap",NA,"pro:per adj part pro:per prep det:poss n","male"
"and he was so happy he wanted to sign his name with a pen",NA,"coord pro:sub cop adv adj pro:sub v inf v det:poss n prep det:art n","male"
"next time you go potty",NA,"adv v pro:per v adj","male"
